Date,State,District,Pincode,Demo_age_5_17,Demo_age_17+
01-03-2025,West Bengal,Cooch Behar,736174,12,70
01-03-2025,Karnataka,Dakshina Kannada,574214,42,182
01-03-2025,Andhra Pradesh,West Godavari,534237,22,185
01-03-2025,Karnataka,Bagalkot,587122,114,274
01-03-2025,Maharashtra,Beed,414202,45,1160
01-03-2025,Tamil Nadu,Chennai,600107,15,230
01-03-2025,Haryana,Sonipat,131103,33,230
01-03-2025,Andhra Pradesh,Nellore,524001,24,378
01-03-2025,Telangana,Mahabubnagar,509204,122,420
01-03-2025,Tamil Nadu,Thanjavur,614626,18,444
01-03-2025,Andhra Pradesh,Anantapur,515672,12,331
01-03-2025,Assam,Tinsukia,786192,12,71
01-03-2025,Punjab,Rupnagar,140124,12,139
01-03-2025,Uttarakhand,Bageshwar,263632,11,257
01-03-2025,Andhra Pradesh,Visakhapatnam,531032,14,216
01-03-2025,Maharashtra,Kolhapur,416508,12,126
01-03-2025,Chhattisgarh,Surguja,497224,12,64
01-03-2025,Andhra Pradesh,Sri Sathya Sai,515331,13,64
01-03-2025,Haryana,Rewari,123301,26,113
01-03-2025,Karnataka,Chitradurga,577545,12,97
01-03-2025,Assam,Kamrup Metro,781008,12,87
01-03-2025,Andhra Pradesh,Visakhapatnam,531002,12,137
01-03-2025,Andhra Pradesh,Hyderabad,500040,10,90
01-03-2025,Karnataka,Belagavi,591128,25,65
01-03-2025,Assam,Cachar,788118,12,73
01-03-2025,Kerala,Thrissur,680544,10,53
01-03-2025,Andhra Pradesh,Rangareddi,500076,12,87
01-03-2025,Andhra Pradesh,Annamayya,516267,13,66
01-03-2025,Rajasthan,Nagaur,341503,198,3196
01-03-2025,Gujarat,Surat,394305,79,797
01-03-2025,Odisha,Mayurbhanj,757038,131,917
01-03-2025,Jharkhand,Bokaro,825315,18,722
01-03-2025,Bihar,Bhagalpur,813222,170,1100
01-03-2025,West Bengal,Paschim Bardhaman,713363,28,204
01-03-2025,Telangana,K.v. Rangareddy,501218,106,495
01-03-2025,Uttar Pradesh,Shahjahanpur,242127,114,2405
01-03-2025,Gujarat,Patan,384265,275,1523
01-03-2025,Goa,North Goa,403110,21,100
01-03-2025,Uttar Pradesh,Pilibhit,262001,398,5813
01-03-2025,Bihar,Madhubani,847225,128,1531
01-03-2025,Tamil Nadu,Tiruchirappalli,621218,14,87
01-03-2025,Maharashtra,Nagpur,441202,26,356
01-03-2025,Karnataka,Mandya,571432,53,405
01-03-2025,Uttar Pradesh,Gonda,271122,105,1475
01-03-2025,Uttar Pradesh,Kanpur Dehat,209311,28,401
01-03-2025,Punjab,Gurdaspur,145001,10,504
01-03-2025,Madhya Pradesh,Morena,476224,135,2145
01-03-2025,Madhya Pradesh,Bhind,477660,153,987
01-03-2025,Jharkhand,Lohardaga,835213,40,1149
01-03-2025,Uttar Pradesh,Bulandshahr,202398,91,809
01-03-2025,West Bengal,Barddhaman,713146,22,548
01-03-2025,Rajasthan,Churu,331303,22,642
01-03-2025,Uttar Pradesh,Rae Bareli,229303,88,1365
01-03-2025,Bihar,Madhepura,852220,49,1190
01-03-2025,Rajasthan,Bikaner,334202,67,318
01-03-2025,Telangana,Hyderabad,500028,242,1120
01-03-2025,Bihar,East Champaran,845456,93,1083
01-03-2025,Tamil Nadu,Thiruvarur,610206,10,203
01-03-2025,Uttar Pradesh,Ambedkar Nagar,224129,92,909
01-03-2025,Uttar Pradesh,Amethi,227809,115,1550
01-03-2025,Tamil Nadu,Tiruppur,641687,32,413
01-03-2025,Karnataka,Shivamogga,577227,46,147
01-03-2025,Rajasthan,Hanumangarh,335063,56,1296
01-03-2025,Uttar Pradesh,Bara Banki,225306,49,935
01-03-2025,Rajasthan,Chittorgarh,312404,20,892
01-03-2025,Andhra Pradesh,East Godavari,507129,36,343
01-03-2025,Tamil Nadu,Villupuram,605755,13,143
01-03-2025,Andhra Pradesh,Guntur,522612,24,437
01-03-2025,Bihar,Jehanabad,804417,74,578
01-03-2025,Punjab,Barnala,148108,19,546
01-03-2025,Gujarat,Vadodara,391760,57,355
01-03-2025,Rajasthan,Pali,306114,25,449
01-03-2025,Tamil Nadu,Kanniyakumari,629501,39,547
01-03-2025,Karnataka,Ramanagar,562109,75,385
01-03-2025,Tamil Nadu,Salem,636117,19,162
01-03-2025,Tamil Nadu,Ranipet,632509,22,87
01-03-2025,West Bengal,North 24 Parganas,743292,17,374
01-03-2025,Bihar,Purnia,854301,191,1046
01-03-2025,Tamil Nadu,Namakkal,636202,16,323
01-03-2025,Rajasthan,Jodhpur,342603,68,1149
01-03-2025,Telangana,Nizamabad,503230,112,408
01-03-2025,Assam,Udalguri,784510,17,216
01-03-2025,Tamil Nadu,Coimbatore,641034,13,137
01-03-2025,Uttar Pradesh,Unnao,229841,20,558
01-03-2025,Karnataka,Chamrajanagar,571111,45,329
01-03-2025,Bihar,Bhojpur,802183,51,341
01-03-2025,Uttar Pradesh,Hapur,245304,93,788
01-03-2025,Bihar,Sheikhpura,811304,51,773
01-03-2025,Uttar Pradesh,Varanasi,221202,109,897
01-03-2025,Tamil Nadu,Dindigul,624002,86,592
01-03-2025,Himachal Pradesh,Chamba,176303,15,106
01-03-2025,Tamil Nadu,Krishnagiri,635306,17,226
01-03-2025,Bihar,Nalanda,803120,36,338
01-03-2025,Uttar Pradesh,Basti,272127,44,687
01-03-2025,Chhattisgarh,Jashpur,496245,28,337
01-03-2025,Maharashtra,Mumbai,400011,12,234
01-03-2025,Manipur,Senapati,795118,20,227
01-03-2025,West Bengal,North 24 Parganas,700059,20,584
01-03-2025,Tamil Nadu,Sivaganga,630551,28,242
01-03-2025,Karnataka,Dakshina Kannada,574221,47,302
01-03-2025,Himachal Pradesh,Mandi,176090,11,62
01-03-2025,Rajasthan,Karauli,322251,98,691
01-03-2025,Telangana,Karimnagar,505404,55,86
01-03-2025,Tamil Nadu,Dindigul,624613,34,482
01-03-2025,Odisha,Kandhamal,762011,54,431
01-03-2025,Tamil Nadu,Theni,625533,21,369
01-03-2025,Telangana,Medak,502247,42,85
01-03-2025,Telangana,Yadadri.,508253,41,542
01-03-2025,West Bengal,Purba Medinipur,721601,36,270
01-03-2025,Tamil Nadu,Chennai,600093,14,267
01-03-2025,Telangana,Medchal?malkajgiri,500090,17,53
01-03-2025,Gujarat,Surendra Nagar,363040,64,283
01-03-2025,Kerala,Kollam,691303,13,89
01-03-2025,Maharashtra,Chandrapur,441215,12,253
01-03-2025,Himachal Pradesh,Kullu,175134,34,97
01-03-2025,Andhra Pradesh,West Godavari,534406,14,188
01-03-2025,Gujarat,Sabarkantha,383255,115,248
01-03-2025,West Bengal,Puruliya,723213,63,682
01-03-2025,Tamil Nadu,Pudukkottai,622202,10,214
01-03-2025,Uttar Pradesh,Gautam Buddha Nagar,201308,62,499
01-03-2025,Tamil Nadu,Kancheepuram,603104,19,194
01-03-2025,Haryana,Sonipat,131302,19,214
01-03-2025,Tamil Nadu,Coimbatore,641010,46,520
01-03-2025,Goa,North Goa,403502,15,85
01-03-2025,Tamil Nadu,Perambalur,621717,17,212
01-03-2025,Tamil Nadu,Kanyakumari,629601,21,97
01-03-2025,Karnataka,Davangere,577552,21,182
01-03-2025,Karnataka,Bidar,585401,171,546
01-03-2025,Odisha,Cuttack,754203,23,160
01-03-2025,Jharkhand,Ramgarh,829108,11,134
01-03-2025,Madhya Pradesh,Sehore,466114,14,122
01-03-2025,Odisha,Ganjam,761042,22,191
01-03-2025,Andhra Pradesh,Prakasam,523227,12,126
01-03-2025,Bihar,Bhagalpur,813228,15,107
01-03-2025,Gujarat,Sabarkantha,383225,32,157
01-03-2025,Maharashtra,Amravati,444803,28,520
01-03-2025,Karnataka,Vijayapura,586205,62,99
01-03-2025,Telangana,Warangal,506367,12,109
01-03-2025,Kerala,Thrissur,680586,35,180
01-03-2025,Tamil Nadu,Villupuram,604207,14,104
01-03-2025,Andhra Pradesh,Prakasam,523253,22,364
01-03-2025,Maharashtra,Nagpur,441201,10,133
01-03-2025,Arunachal Pradesh,Anjaw,792104,12,105
01-03-2025,Karnataka,Shivamogga,577216,94,74
01-03-2025,Karnataka,Gadag,582206,44,47
01-03-2025,Karnataka,Kodagu,571211,10,65
01-03-2025,Karnataka,Haveri *,581110,14,64
01-03-2025,Gujarat,Mahesana,382815,12,44
01-03-2025,Uttar Pradesh,Ayodhya,224206,11,80
01-03-2025,Punjab,Sri Muktsar Sahib,152114,14,149
01-03-2025,Gujarat,Kachchh,370001,222,1819
01-03-2025,Bihar,Bhagalpur,853204,292,2657
01-03-2025,Karnataka,Vijayanagara,583212,27,205
01-03-2025,Rajasthan,Udaipur,313903,52,1665
01-03-2025,Andhra Pradesh,Kurnool,518466,28,311
01-03-2025,Karnataka,Ballari,583129,16,96
01-03-2025,Rajasthan,Jhalawar,326033,91,2666
01-03-2025,Bihar,West Champaran,845107,26,536
01-03-2025,West Bengal,Barddhaman,713405,11,330
01-03-2025,Maharashtra,Thane,421301,263,3198
01-03-2025,West Bengal,South 24 Parganas,743383,80,715
01-03-2025,Rajasthan,Udaipur,313703,51,2270
01-03-2025,Rajasthan,Dausa,303506,48,494
01-03-2025,Bihar,Bhojpur,802301,168,1140
01-03-2025,Maharashtra,Parbhani,431536,15,734
01-03-2025,Uttarakhand,Udham Singh Nagar,263153,338,2389
01-03-2025,Jharkhand,Ramgarh,829134,25,482
01-03-2025,Gujarat,Junagadh,362263,16,100
01-03-2025,Tamil Nadu,Krishnagiri,635203,60,595
01-03-2025,Punjab,SAS Nagar (Mohali),140901,23,226
01-03-2025,Uttar Pradesh,Rae Bareli,229103,34,448
01-03-2025,Bihar,Saran,841301,235,2628
01-03-2025,Assam,Golaghat,785601,86,1188
01-03-2025,Maharashtra,Satara,415106,10,188
01-03-2025,Maharashtra,Thane,421102,47,503
01-03-2025,Rajasthan,Nagaur,341302,35,544
01-03-2025,Bihar,Nawada,805110,87,1112
01-03-2025,Odisha,Kendujhar,758081,34,303
01-03-2025,Tamil Nadu,Tiruvallur,600107,23,312
01-03-2025,Rajasthan,Ajmer,305023,44,815
01-03-2025,Uttar Pradesh,Pratapgarh,230138,37,505
01-03-2025,Bihar,Buxar,802119,83,920
01-03-2025,Karnataka,Bagalkot,587116,479,499
01-03-2025,Himachal Pradesh,Solan,174101,122,768
01-03-2025,Uttar Pradesh,Lucknow,226022,93,757
01-03-2025,Uttar Pradesh,Bijnor,246726,91,836
01-03-2025,West Bengal,Nadia,741501,53,1237
01-03-2025,Bihar,Madhubani,847232,113,1066
01-03-2025,Chhattisgarh,Raigarh,496445,53,1521
01-03-2025,Andhra Pradesh,Krishna,521230,46,493
01-03-2025,Uttar Pradesh,Jhansi,284302,27,549
01-03-2025,Tripura,West Tripura,799015,11,184
01-03-2025,West Bengal,Purba Medinipur,721627,16,245
01-03-2025,Uttar Pradesh,Bahraich,271801,168,2629
01-03-2025,Tamil Nadu,Dharmapuri,636806,15,219
01-03-2025,Tamil Nadu,Salem,636302,41,328
01-03-2025,Rajasthan,Dungarpur,314029,23,1920
01-03-2025,Tamil Nadu,Chennai,600094,52,617
01-03-2025,Uttar Pradesh,Varanasi,221116,21,265
01-03-2025,Uttar Pradesh,Faizabad,224202,33,295
01-03-2025,Bihar,Siwan,841434,70,854
01-03-2025,Andhra Pradesh,Prakasam,523002,23,221
01-03-2025,Karnataka,Tumakuru,572118,32,87
01-03-2025,Tamil Nadu,Kanyakumari,629153,33,106
01-03-2025,Jharkhand,Giridih,825418,65,1416
01-03-2025,Tamil Nadu,Kancheepuram,603105,14,143
01-03-2025,West Bengal,North 24 Parganas,700132,25,371
01-03-2025,Tamil Nadu,Kanniyakumari,629151,16,201
01-03-2025,Gujarat,Amreli,364525,17,182
01-03-2025,West Bengal,Purba Bardhaman,713403,28,147
01-03-2025,Chhattisgarh,Surajpur,497333,62,907
01-03-2025,Rajasthan,Jaipur,303102,83,529
01-03-2025,Karnataka,Tumakuru,572105,13,104
01-03-2025,Andhra Pradesh,East Godavari,533262,14,315
01-03-2025,Bihar,Saran,841222,59,589
01-03-2025,Uttar Pradesh,Basti,272002,193,2554
01-03-2025,Tamil Nadu,Sivaganga,630001,31,480
01-03-2025,Punjab,Shaheed Bhagat Singh Nagar,144522,18,122
01-03-2025,Uttar Pradesh,Farrukhabad,209652,26,337
01-03-2025,Tamil Nadu,Theni,625515,39,924
01-03-2025,Andhra Pradesh,Chittoor,517390,34,213
01-03-2025,Andhra Pradesh,Srikakulam,532430,64,449
01-03-2025,Chhattisgarh,Baloda Bazar,493222,15,673
01-03-2025,Karnataka,Belagavi,591235,152,147
01-03-2025,Assam,Nagaon,782101,17,293
01-03-2025,Karnataka,Bengaluru,560092,47,405
01-03-2025,Uttar Pradesh,Kasganj,207246,50,924
01-03-2025,Andhra Pradesh,Anantapur,515408,12,314
01-03-2025,West Bengal,Darjeeling,734001,23,390
01-03-2025,West Bengal,North 24 Parganas,743297,18,370
01-03-2025,Assam,Barpeta,781307,23,365
01-03-2025,Telangana,Kamareddy,503123,42,116
01-03-2025,West Bengal,Jalpaiguri,734004,10,203
01-03-2025,Telangana,Nalgonda,508254,27,425
01-03-2025,Andhra Pradesh,Ananthapur,515123,18,41
01-03-2025,West Bengal,Darjeeling,734203,16,314
01-03-2025,Andhra Pradesh,Vizianagaram,535270,36,469
01-03-2025,West Bengal,North 24 Parganas,700035,16,396
01-03-2025,Gujarat,Anand,388180,48,309
01-03-2025,Telangana,Mancherial,504201,33,325
01-03-2025,Bihar,Gaya,824116,20,121
01-03-2025,West Bengal,North 24 Parganas,700157,29,654
01-03-2025,Andhra Pradesh,Kurnool,518594,10,201
01-03-2025,Ladakh,Kargil,194103,108,247
01-03-2025,Karnataka,Raichur,584111,57,472
01-03-2025,Telangana,Peddapalli,505212,11,103
01-03-2025,Tamil Nadu,Erode,638001,38,407
01-03-2025,West Bengal,Nadia,741167,16,383
01-03-2025,Tamil Nadu,Madurai,625703,19,300
01-03-2025,Odisha,Bhadrak,756121,32,170
01-03-2025,Karnataka,Tumakuru,572111,26,110
01-03-2025,Uttar Pradesh,Lucknow,226015,14,122
01-03-2025,West Bengal,Cooch Behar,736172,37,468
01-03-2025,Telangana,Medak,502281,19,33
01-03-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533201,24,149
01-03-2025,Tamil Nadu,Kanniyakumari,629193,11,214
01-03-2025,Bihar,Vaishali,844125,56,722
01-03-2025,Tamil Nadu,Nagapattinam,614707,16,327
01-03-2025,Uttar Pradesh,Amethi,227816,77,1046
01-03-2025,Andhra Pradesh,Nellore,524230,12,170
01-03-2025,West Bengal,Alipurduar,736206,15,206
01-03-2025,Odisha,Baleswar,756041,35,237
01-03-2025,Gujarat,Amreli,365550,37,178
01-03-2025,Haryana,Rewari,123101,31,192
01-03-2025,Karnataka,Haveri,581193,82,101
01-03-2025,Telangana,Karimnagar,505524,15,99
01-03-2025,Rajasthan,Jhunjhunun,332746,10,118
01-03-2025,Tamil Nadu,Sivaganga,630204,12,135
01-03-2025,Andhra Pradesh,N. T. R,521456,19,146
01-03-2025,West Bengal,North 24 Parganas,743290,19,265
01-03-2025,Gujarat,The Dangs,394720,22,32
01-03-2025,Jharkhand,East Singhbhum,831016,21,113
01-03-2025,Karnataka,Udupi,576113,14,128
01-03-2025,Tamil Nadu,Coimbatore,638459,13,213
01-03-2025,Andhra Pradesh,Anakapalli,531126,16,101
01-03-2025,Karnataka,Belgaum,591254,17,43
01-03-2025,Karnataka,Bangalore,560060,23,188
01-03-2025,Jharkhand,Hazaribagh,825317,17,121
01-03-2025,Goa,North Goa,403524,13,40
01-03-2025,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,12,53
01-03-2025,Karnataka,Uttara Kannada,581316,14,74
01-03-2025,Telangana,Siddipet,502334,14,53
01-03-2025,Tamil Nadu,Thanjavur,614804,41,681
01-03-2025,Gujarat,Ahmedabad,382405,142,1298
01-03-2025,Uttar Pradesh,Ghazipur,275202,95,820
01-03-2025,Tamil Nadu,Krishnagiri,635206,39,321
01-03-2025,Gujarat,Bhavnagar,364004,62,508
01-03-2025,Bihar,Gaya,824217,179,1197
01-03-2025,Rajasthan,Banswara,327026,28,568
01-03-2025,Odisha,Kendujhar,758029,68,516
01-03-2025,Chhattisgarh,Mungeli,495335,29,1432
01-03-2025,Uttar Pradesh,Mathura,281205,45,844
01-03-2025,Uttar Pradesh,Ghaziabad,201014,140,1417
01-03-2025,Odisha,Koraput,765013,37,612
01-03-2025,Telangana,Nirmal,504106,89,502
01-03-2025,Delhi,Central Delhi,110005,145,2190
01-03-2025,Odisha,Bhadrak,756125,124,801
01-03-2025,Andhra Pradesh,Nellore,524405,16,336
01-03-2025,Bihar,Nalanda,803116,83,940
01-03-2025,Karnataka,Vijayapura,586103,95,174
01-03-2025,Bihar,Begusarai,851131,162,1161
01-03-2025,Maharashtra,Beed,431129,32,830
01-03-2025,Punjab,Amritsar,143601,32,697
01-03-2025,Madhya Pradesh,Shivpuri,473775,196,2323
01-03-2025,Punjab,Jalandhar,144003,49,617
01-03-2025,Tamil Nadu,Vellore,635809,13,257
01-03-2025,Uttar Pradesh,Sonbhadra,231222,26,230
01-03-2025,West Bengal,South 24 Parganas,743318,58,899
01-03-2025,Bihar,Vaishali,844121,90,1019
01-03-2025,Uttar Pradesh,Maharajganj,273158,157,1274
01-03-2025,Uttar Pradesh,Faizabad,224123,21,375
01-03-2025,Tamil Nadu,Thoothukkudi,628152,12,100
01-03-2025,Uttar Pradesh,Azamgarh,276303,50,715
01-03-2025,Karnataka,Bagalkot,587112,188,172
01-03-2025,Bihar,Saharsa,852129,113,2017
01-03-2025,Gujarat,Arvalli,383350,111,213
01-03-2025,Gujarat,Bhavnagar,364120,91,265
01-03-2025,Gujarat,Ahmedabad,380016,190,1357
01-03-2025,Odisha,Rayagada,765020,165,824
01-03-2025,Maharashtra,Pune,412203,22,346
01-03-2025,Rajasthan,Baran,325218,66,1181
01-03-2025,Madhya Pradesh,East Nimar,450116,42,465
01-03-2025,West Bengal,North 24 Parganas,743251,51,1016
01-03-2025,Odisha,Mayurbhanj,757018,62,413
01-03-2025,Tripura,Gomati,799116,64,282
01-03-2025,Tamil Nadu,Kanyakumari,629701,12,41
01-03-2025,Mizoram,Saiha,796901,71,478
01-03-2025,Uttar Pradesh,Ambedkar Nagar,224159,64,877
01-03-2025,Rajasthan,Kota,324005,217,1478
01-03-2025,Madhya Pradesh,Sehore,466113,12,66
01-03-2025,Odisha,Bargarh,768042,22,348
01-03-2025,Uttar Pradesh,Balrampur,271205,59,1229
01-03-2025,Uttar Pradesh,Jalaun,285202,30,698
01-03-2025,Uttar Pradesh,Mainpuri,205263,55,923
01-03-2025,Uttar Pradesh,Saharanpur,247231,46,1242
01-03-2025,Assam,Tinsukia,786181,18,356
01-03-2025,Chhattisgarh,Durg,490021,34,287
01-03-2025,Madhya Pradesh,Chhatarpur,471405,174,1452
01-03-2025,Tamil Nadu,Vellore,632602,58,770
01-03-2025,Tamil Nadu,Karur,639117,12,206
01-03-2025,Uttar Pradesh,Bulandshahr,245409,55,622
01-03-2025,Bihar,Araria,854201,14,260
01-03-2025,Uttar Pradesh,Banda,210123,30,673
01-03-2025,Andhra Pradesh,Prakasam,523169,11,390
01-03-2025,Himachal Pradesh,Kullu,175141,20,74
01-03-2025,Telangana,K.v. Rangareddy,509335,33,111
01-03-2025,Jharkhand,Ranchi,835222,85,777
01-03-2025,Delhi,Shahdara,110053,18,244
01-03-2025,Gujarat,Amreli,365480,14,177
01-03-2025,Maharashtra,Mumbai Suburban,400075,29,576
01-03-2025,Uttar Pradesh,Jhansi,284306,21,397
01-03-2025,Andhra Pradesh,N. T. R,521108,51,303
01-03-2025,Karnataka,Vijayapura,586204,85,106
01-03-2025,Telangana,Warangal,506324,39,234
01-03-2025,Tamil Nadu,Madurai,625201,19,166
01-03-2025,Tamil Nadu,Coimbatore,642006,25,239
01-03-2025,Uttar Pradesh,Bhadohi,221314,24,167
01-03-2025,Karnataka,Bengaluru,562107,104,359
01-03-2025,West Bengal,Nadia,741164,32,427
01-03-2025,Odisha,Kandhamal,762010,28,199
01-03-2025,Odisha,Ganjam,761002,34,188
01-03-2025,West Bengal,South 24 Parganas,700039,14,388
01-03-2025,Uttar Pradesh,Rae Bareli,229215,17,290
01-03-2025,Madhya Pradesh,Sehore,466120,17,143
01-03-2025,Bihar,Patna,800026,33,312
01-03-2025,Bihar,Madhubani,847410,33,398
01-03-2025,Andhra Pradesh,Cuddapah,516233,33,192
01-03-2025,Bihar,Patna,801110,160,1682
01-03-2025,West Bengal,Howrah,711203,11,190
01-03-2025,Chhattisgarh,Jashpur,496338,24,282
01-03-2025,Tamil Nadu,Ariyalur,621805,66,216
01-03-2025,Madhya Pradesh,Dhar,454773,52,246
01-03-2025,Haryana,Jhajjar,124142,13,136
01-03-2025,Andhra Pradesh,Nandyal,518401,64,227
01-03-2025,Andhra Pradesh,Srikakulam,532148,63,340
01-03-2025,West Bengal,Paschim Medinipur,721426,26,394
01-03-2025,Maharashtra,Nandurbar,425444,29,259
01-03-2025,Assam,Cachar,788816,21,148
01-03-2025,Gujarat,Ahmedabad,380018,96,656
01-03-2025,Andhra Pradesh,Vizianagaram,535557,50,435
01-03-2025,Madhya Pradesh,Sagar,470120,30,312
01-03-2025,Andhra Pradesh,Eluru,534005,11,118
01-03-2025,Kerala,Alappuzha,690504,10,159
01-03-2025,Telangana,Khammam,507123,36,134
01-03-2025,Karnataka,Hassan,573141,10,34
01-03-2025,Maharashtra,Buldhana,443304,13,400
01-03-2025,Tamil Nadu,Tiruvallur,600123,21,244
01-03-2025,Gujarat,Gandhinagar,382424,28,392
01-03-2025,Tamil Nadu,Kancheepuram,600059,36,380
01-03-2025,Uttar Pradesh,Lucknow,226029,53,358
01-03-2025,Telangana,Medak,502318,20,104
01-03-2025,Uttar Pradesh,Lucknow,226011,52,427
01-03-2025,Telangana,Jangaon,506222,15,24
01-03-2025,Andhra Pradesh,Prakasam,523213,11,93
01-03-2025,Tamil Nadu,Vellore,632515,10,193
01-03-2025,Karnataka,Dakshina Kannada,574146,15,163
01-03-2025,Maharashtra,Amravati,444605,10,115
01-03-2025,Andhra Pradesh,Rangareddi,509337,18,114
01-03-2025,Jharkhand,Ramgarh,829103,15,359
01-03-2025,Karnataka,Dharwad,580011,62,110
01-03-2025,Manipur,Senapati,795112,33,208
01-03-2025,Telangana,Medak,502300,17,59
01-03-2025,Nagaland,Phek,797104,15,307
01-03-2025,Bihar,Bhagalpur,813206,23,225
01-03-2025,Jammu and Kashmir,Jammu,180005,12,198
01-03-2025,Kerala,Thiruvananthapuram,695122,15,191
01-03-2025,Kerala,Kollam,691602,13,109
01-03-2025,Karnataka,Belgaum,591229,20,57
01-03-2025,Maharashtra,Solapur,413111,11,236
01-03-2025,Kerala,Kottayam,686574,15,138
01-03-2025,Andhra Pradesh,Ananthapuramu,515101,30,22
01-03-2025,Gujarat,Botad,364765,22,45
01-03-2025,Andhra Pradesh,Ananthapur,515110,22,30
01-03-2025,Karnataka,Chickmagalur,577175,10,29
01-03-2025,Tamil Nadu,Madurai,625006,30,361
01-03-2025,Uttar Pradesh,Kushinagar,274304,575,6557
01-03-2025,Assam,Dibrugarh,786001,41,709
01-03-2025,Gujarat,Navsari,396360,45,181
01-03-2025,Bihar,Saran,841411,105,866
01-03-2025,Uttar Pradesh,Muzaffarnagar,251301,64,461
01-03-2025,West Bengal,Paschim Medinipur,721305,29,332
01-03-2025,Odisha,Ganjam,761131,57,553
01-03-2025,Assam,Lakhimpur,787032,75,981
01-03-2025,Haryana,Gurgaon,122018,85,650
01-03-2025,West Bengal,Hooghly,712203,13,382
01-03-2025,Uttar Pradesh,Ghazipur,233307,77,624
01-03-2025,Tamil Nadu,Ramanathapuram,623527,16,340
01-03-2025,Uttar Pradesh,Sant Kabir Nagar,272175,232,2790
01-03-2025,Madhya Pradesh,Bhopal,462022,140,1275
01-03-2025,Rajasthan,Bikaner,334603,69,745
01-03-2025,Tamil Nadu,Vellore,635802,27,374
01-03-2025,West Bengal,Purba Medinipur,721636,26,321
01-03-2025,Uttar Pradesh,Azamgarh,276001,253,2009
01-03-2025,Uttar Pradesh,Mirzapur,231501,137,1250
01-03-2025,Uttar Pradesh,Hathras,281307,69,713
01-03-2025,Uttar Pradesh,Agra,283110,98,1681
01-03-2025,Tamil Nadu,Cuddalore,608602,13,293
01-03-2025,Madhya Pradesh,Bhind,477566,19,114
01-03-2025,Madhya Pradesh,Panna,488441,136,1350
01-03-2025,Maharashtra,Solapur,413203,94,1748
01-03-2025,Andhra Pradesh,Vizianagaram,535501,60,425
01-03-2025,Assam,Marigaon,782121,84,732
01-03-2025,Maharashtra,Nagpur,441105,19,268
01-03-2025,West Bengal,North 24 Parganas,700051,16,405
01-03-2025,Maharashtra,Mumbai Suburban,400088,91,522
01-03-2025,Tamil Nadu,Chennai,600129,22,251
01-03-2025,Gujarat,Ahmedabad,382445,108,849
01-03-2025,Karnataka,Yadgir,585224,12,75
01-03-2025,Jharkhand,Ramgarh,825314,17,272
01-03-2025,Uttar Pradesh,Saharanpur,247120,74,971
01-03-2025,Gujarat,Bhavnagar,364313,21,143
01-03-2025,Chhattisgarh,Bemetara,491337,30,725
01-03-2025,Bihar,West Champaran,845449,294,2406
01-03-2025,Punjab,Amritsar,143102,56,873
01-03-2025,Andhra Pradesh,Nellore,524408,13,277
01-03-2025,Odisha,Kalahandi,766015,76,818
01-03-2025,Telangana,K.v. Rangareddy,501143,33,150
01-03-2025,Madhya Pradesh,Rewa,486448,58,519
01-03-2025,Karnataka,Bidar,585437,38,360
01-03-2025,Madhya Pradesh,Balaghat,481105,96,579
01-03-2025,Rajasthan,Nagaur,341317,13,567
01-03-2025,Assam,Karimganj,788712,30,410
01-03-2025,Madhya Pradesh,Chhindwara,480559,59,656
01-03-2025,Karnataka,Mandya,571415,21,196
01-03-2025,Karnataka,Bagalkot,587205,52,119
01-03-2025,Jharkhand,Pakaur,816107,29,788
01-03-2025,Kerala,Idukki,685533,13,121
